source_type;source_value;video_url;caption_raw;transcript_raw;overlay_text_raw;face_detected;face_dominant_emotion;face_emotion_score;visual_blur;visual_brightness;caption_risk;transcript_risk;overlay_risk;face_detected_numeric;rf_target;rf_risk_prob;high_text_risk
hashtag;mentalbreakdown;https://www.tiktok.com/@dolceluvdoll/video/7420053065060912391;#DOLCELUVDOLL #girlblogger #janetwebber #girlinterrupted #fyp #viral #fypシ #real #aesthetic;Are you over this, little fairy? No, not there! That's not there! 74 is the perfect weight!;girls having breakdowns about their future;False;;0.0;167.10701505128694;78.16254508505598;0.0001525233674328;0.0004677184624597;0.0001298056158702;0;0;0.30639499052532954;0
hashtag;mentalbreakdown;https://www.tiktok.com/@ccallingme24_7/video/7573837509403135263;i js get hit with waves of sadness for no reason#targetaudience #relatable #giftok #anime #viral;I knew something was going on here! You've not even tried to deny it! Your proof of the truth! You've not just killed the most innocent! Everything after this has been poured out from your calendar!;mental breakdown this week;False;;0.0;651.8111156394514;74.8385015253693;0.0004590706666931;0.0498865470290184;0.0035582459531724;0;0;0.3273010063918015;0
hashtag;mentalbreakdown;https://www.tiktok.com/@fightmoodvibes/video/7574041871614266646;2019 UFC Fighter Tony Ferguson went through a full mental breakdown at home. His wife had to call the police after he tore apart their house, claimed someone had implanted microchips in his leg, and insisted there were people inside the walls. Things got so chaotic that a temporary restraining order was filed. Behind the corner of the UFC cage, this was a fighter struggling not in the octagon, but in his own life. He’s since sought help, but the story shows how even champions can face battles off the fight floor.#ufc #tonyferguson #mma #foryou #fypp;your husband yeah my husband what's his name I just want to let you know he's a professional fighter because one I don't want no cops to get injured no we don't want anyone to get hurt what's your what's your husband's name;;False;;0.0;211.6878263089393;3.5277868200231484;0.002533093560487;0.0001889368431875;0.0;0;0;0.4482152290416775;0
hashtag;mentalbreakdown;https://www.tiktok.com/@mawry_secret.spam/video/7582780798999285022;I wish I could change #privatetab #lust;I can change up my body, change up my face I can try every lipstick and never reshape;icould be having the worst mental breakdown of my life and open the private tab right after;False;;0.0;213.8740071614288;31.68872178819445;0.0049000596627593;0.0001173252021544;0.004965575877577;0;0;0.3348467247826741;0
hashtag;mentalbreakdown;https://www.tiktok.com/@qw.secrett/video/7557009620372426016;#mentalbreakdown #relatable #fypviral #blowthisupforme;I'm drifting from my innocence I wanna be a kid again Ooh;just happened;False;;0.0;142.98475687584937;158.41541714138455;0.1819392591714859;0.0001138174338848;0.0027140092570334;0;0;0.48001431155911073;0
hashtag;mentalbreakdown;https://www.tiktok.com/@vanessafaga/video/7075363612289715462;who can relate? #mentalbreakdown #cleaningtiktok #fyp #declutter #cleaning;MUSIC;breakdown s0 you decide pov:;False;;0.0;700.9356287945478;128.15711805555554;0.9935286641120912;0.0521634817123413;0.0001477074256399;0;0;0.45772526807449054;0
hashtag;mentalbreakdown;https://www.tiktok.com/@bowie_boy6930/video/7262128663624158506;#funny #reletable #breakingbad #jessepinkmanmeme #fyp;On.authorus, of the deaf health.;the fat kid having a mental breakdown after he said what's crackin said the floor boards;False;;0.0;533.5335403227795;13.607165866427952;0.0040529677644371;0.971100389957428;0.0001352375547867;0;1;0.5942081843734994;1
hashtag;mentalbreakdown;https://www.tiktok.com/@mentalbreakdown21/video/7176018437389733166;My new fav song. I’m literally obsessed with it.;Just a heart broke bitch, high heels, six inch in the back of the night clothes, a fish in pain I don't trust any of these bitches I'm with in the back of the taxi, sniffing cocaine Drunk girls, drunk texts, drunk kids, drunk sex, all the four men who's on the same page Now it's back to the intro, back to the box, to the bendy, to the whole-;;True;happy;93.0267333984375;12.510476004306431;39.31690979003906;0.0454030036926269;0.0430256128311157;0.0;1;0;0.2090896829992803;0
hashtag;mentalbreakdown;https://www.tiktok.com/@beckyp79/video/7271240172447026464;#mentalhealth #breakdown #fyp#relatable #funny #fyp #foryou #viral #viralvideo #fypシ;;health 88 hou/s yourmenta];True;fear;79.3534927368164;517.3431613663254;45.691257052951386;0.0144267585128545;0.0;0.0540820360183715;1;0;0.35897044486665947;0
hashtag;mentalbreakdown;https://www.tiktok.com/@lain679/video/7329526560526978346;Someday that’s ganna be the wnd of me #bojack #bojackhorseman #scared #crying #mentalbreakdown #heartattack #scared;Here Diane, I need you. Diane! Diane, take care! Take care, Diane! Okay Diane, Diane, you're gonna save me, right? I called you and you're coming to get me? Why, Diane, why didn't you call me? I live in Chicago, I can't save you.;metrying to call anyone breakdownlpanic attack but no ones answering;False;;0.0;985.4897127062992;73.23678997507122;0.0016804569168016;0.5756825804710388;0.9999548196792604;0;0;0.44880651061660903;0
hashtag;mentalbreakdown;https://www.tiktok.com/@arcanescore/video/7094739866520440069;#LittleMentalBreakdown #ARCANE @jinxinlive @leagueoflegends @riotgamesmusic @riotgamesdevrel @riotgamesfr #PowPow #Powder #Jinx #TheLooseCannon #Misfit #ICanHelpThem #YoureNotReady #YoureaJinx #MyloWasRight #GoodbyePowder #TheBaseViolenceNecessaryForChang #LeagueTok #JinxTok #JinxCosplay #CosplayJinx #ArcaneCosplay #ArcaneEdit #ArcaneMusic #ArcaneScore #WeWillShowThemAll #ImRightHere #OurLittleSecret #ComeOnMouser #PainOfBetrayal #Abadoned #Psychos #MisFitToys #Tantrum #Tears #HurtsLikeHell #👊;I can help them.;;False;;0.0;4.698187920736308;25.0823974609375;0.0034165291581302;0.9896893501281738;0.0;0;1;0.5776365727730522;1
hashtag;mentalbreakdown;https://www.tiktok.com/@mentalbreakdown21/video/7192014239702502702;;I just can't fit you myself, I don't wanna know If you're playing me, keep it all in love Cause my heart can't take it anymore;;True;neutral;98.01493072509766;354.8299780882591;138.01503160264758;0.0;0.0091731799766421;0.0;1;0;0.34305066071535484;0
hashtag;mentalbreakdown;https://www.tiktok.com/@girls/video/7193583216295415045;I'm fine, everything is fine 😂😎 @lrnn.ksh573 #foryoupage #foryou #girls #relatable #girlsbelike #viral #funny;I am a beast. They must have been trippin' to have left me off a leash. I like the way you grind with that booty on me.;hours and hada mental;False;;0.0;467.7164880757272;102.74656168619792;0.0248363018035888;0.0006950999377295;0.8089450597763062;0;0;0.31769033447422435;0
hashtag;mentalbreakdown;https://www.tiktok.com/@bomadah4/video/7527659729766878482;لَيسَ لِلإِنسانِ إِلاّ ما قَضى اللهُ وَقَدَّر ليسَ لِلمَخلوقِ تَدبيرُ بَلِ اللهُ المُدَبِّر#ahiddenlife #fyp #cinema #viral #letterboxd;**colored audio**;vhen u having amental breakdown but then u remembel '1al lyislu;False;;0.0;398.3306240505642;27.279644436306423;0.9978179931640624;0.0004157241492066;0.0006542446790263;0;0;0.38219781572573697;0
hashtag;mentalbreakdown;https://www.tiktok.com/@mymentalbreakdowncame/video/6756529345835158790;Which is ur fav outfit ? Comment below 😚🤪#foryourpage #foryou #outfits #viral;Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday.;;False;;0.0;378.4084343831231;125.42003665123455;0.0002199424779973;0.6348519325256348;0.0;0;0;0.44776259381964695;0
hashtag;mentalbreakdown;https://www.tiktok.com/@lilyinashes/video/7197462264775986459;#haechan;Sometimes I wake up by the door That heart you call must be waiting for Even I when they're already over I can't handle myself for looking for it;;False;;0.0;404.8837397016778;69.18768687307099;0.224457249045372;0.0003043883189093;0.0;0;0;0.4138040478542457;0
hashtag;mentalbreakdown;https://www.tiktok.com/@my.weary.heart25/video/7475490526641311022;when i needed him most… #mentalhealthmatters #depression #mentalhealth #euphoria #fypシ #fyp;I LOVE MOOD ANSWERS;how it felt when he left me when i was having the worst mental breakdown of my life.;False;;0.0;482.138553136984;17.810277303059895;0.0571204423904418;0.0001399146276526;0.0561784468591213;0;0;0.356379935065673;0
hashtag;mentalbreakdown;https://www.tiktok.com/@atsushinolongertiger/video/7429343029967834390;Idk how to NOT make this seem like a vent post but it isnt a vent post just so you sillies know >o< Anyway should I skip school tomorrow again (havent gone for the whole week) 😜😜 #osamudazai #dazai #mentalbreakdown #relatable #relatablecontent #relatableanime #relatablememe #real #literallyme #notavent #real #fr #true #fypppppp #viral #bungostraydogs #wan #bungoustraydogswan #silly;Не поверите!;after a mental passedout;False;;0.0;1272.9824820547085;106.71659342447916;0.0001460195489926;0.0612862519919872;0.0003982897906098;0;0;0.22543238655995756;0
hashtag;mentalbreakdown;https://www.tiktok.com/@al3xlilventstation/video/7265458438568807723;Hehe #persona #vent #art #fyp #animation;Me Music;having a mental breakdown after getting yelled at.;False;;0.0;265.1971446070102;64.95382520887587;0.0002674269780982;0.0018534439150243;0.9742146730422974;0;0;0.28037120690863626;0
hashtag;mentalbreakdown;https://www.tiktok.com/@altsatire/video/7534071887580712222;me 🤝 hysterically laugh-crying #mentalbreakdowncheck #bpd #bipolar;That was a good one!;borderline core;True;happy;99.79745483398438;606.1256104084738;103.65665690104169;0.9999006986618042;0.0037763155996799;0.9659394025802612;1;0;0.45396433765522176;0
hashtag;mentalbreakdown;https://www.tiktok.com/@relatableshit54/video/7514352762134465814;#real #rwlatablecontent #funny #relatable #relatableshit54 #fyy #fypシ゚ #fyp #fy #pleasegoviral #viralvideo #trending #likepls #meme #like #dancing #mental;Una tentación Yeah, yeah, yeah Tú y yo a la fiesta Tú y yo toda la...;breakdown:;False;;0.0;314.7851019742681;22.305123223198784;0.0010471156565472;0.0001422025088686;0.9751040935516356;0;0;0.4195772462971814;0
hashtag;mentalbreakdown;https://www.tiktok.com/@urfavcolouredgirl/video/7343255479189130501;#fypシ゚viral #viral #foryoupage its from my eye appointment lol 😂;eat and I don't eat. What the fuck? Why am I crying yellow? What the fuck? I'm crying yellow!;when you having a mental break down and see that you crying yellow;False;;0.0;553.8998412473215;151.27049763997397;0.0149120148271322;0.0018803037237375;0.0001441471104044;0;0;0.41023567759836044;0
hashtag;mentalbreakdown;https://www.tiktok.com/@lilredbone1/video/7556497223782092046;#fyppppppp #explore #sad 🥹;The way joy ride down On the road, lay on the horn To prove that it haunts me Love you;trying to calm myself down because | feel the random mental breakdown pov: again;True;fear;53.50152587890625;627.4147723605284;23.81260984653635;0.0010523659875616;0.0001237537362612;0.0025350411888211;1;0;0.31864624604060265;0
hashtag;mentalbreakdown;https://www.tiktok.com/@studyhiro/video/7585791628862967047;HOLY overreaction 😭😭 #college #professor #lecture #crashout;Oh my god! Stop using chat, DBC! I can't use turbo AI! I hope you learn something, do you hear me? I can't do this anymore!;when y@ur' professor hasa fulon mentalbreakdoun;True;sad;65.7935791015625;938.8641854466548;130.2085978190104;0.0132894972339272;0.0017882976680994;0.0023591120261698;1;0;0.2266127316284122;0
hashtag;mentalbreakdown;https://www.tiktok.com/@studyvamp/video/7581536486571429175;idc i was laughing so hard… 💀 #college #professor #lecture #crashout;AHH! DUM! DUM! You think that's LGBT? I can't use turbo-ed to help you learn something! Do you hear me? I- I can't do this anymore.;;True;sad;71.18329620361328;793.80440834633;125.82273328993055;0.000129253763589;0.0002655873540788;0.0;1;0;0.19897765162444195;0
hashtag;mentalbreakdown;https://www.tiktok.com/@adorable_caro/video/7567383967322623254;🥲🤡#relatablecontent #fyp #siblings #bigsister #littlesister;Happy steel day Happy efficiencies Goodyear;when you're having a mental breakdown but your little sister needs fashion advice;False;;0.0;115.13931103255076;169.1579827202691;0.0340127535164356;0.0001430875709047;0.0001234642550116;0;0;0.4338936153513707;0
hashtag;mentalbreakdown;https://www.tiktok.com/@laurenspencersmith/video/7493999217719987462;This is too good HAHAHA #crashout #crying #classicalmusic #mentalbreakdown;Siberia;put classicalmusicovera;False;;0.0;542.8963435270828;114.92892795138889;0.0002747754042502;0.9515001773834229;0.9982945322990416;0;1;0.6047240092495227;1
hashtag;mentalbreakdown;https://www.tiktok.com/@laceface2828/video/7582690623287856397;I’m really fuckin tryin, Cher! 🙃🥲🫣#2025 #mentalbreakdown #newyear #memestiktok;I feel you can laugh at love I'm trying to share I'm trying I can feel something inside me saying;the last20 days 0f 2025 fuckin breakdovn p@v: me #ying to make &t;False;;0.0;1102.009668106492;150.88218207465275;0.0004207518650218;0.0002023284323513;0.0109702926129102;0;0;0.3072486633672628;0
hashtag;mentalbreakdown;https://www.tiktok.com/@janmasongofficial/video/7385880224858230017;Cancel muna 🤣;Fine!;;True;sad;86.13697814941406;688.0841688813596;133.20497131347656;0.019846573472023;0.9484025239944458;0.0;1;1;0.30813077542629785;1
hashtag;mentalbreakdown;https://www.tiktok.com/@fullofsurprises07/video/7554053525852949768;#fyp #foryou #explore #fypシ #radiohead;🎵 trout all day about a flight🎵;"when you are having a mental breakdown but then you remember: cj#l ;jlsj2;? % 'la ljı[ ""yl&j";False;;0.0;840.2672017403863;54.17137485080295;0.008018241263926;0.0012678377097472;0.0001319141156272;0;0;0.3364371175597667;0
hashtag;mentalbreakdown;https://www.tiktok.com/@sugarsooon/video/7217142921521335557;;Steadily your workflow, everything you know, so you know I stop. No time, no time for your dare. Now she got a six-year-old, trying to keep him warm, trying to keep all the gold, when he looks in her eyes.;me 5 minutes after a mental breakdown;False;;0.0;508.0087669564864;36.92091200086806;0.0;0.9586900472640992;0.0002126570761902;0;1;0.5955859245638435;1
hashtag;mentalbreakdown;https://www.tiktok.com/@neveliznak/video/7519671344313797943;howd he know #whatthehell #fyp #relatable #reposting #fyp #xyzbca #fypシ #breakup #unshadowbanme;I have a feeling you got everything you wanted And we're not wasting time stuck here like me You're just thinking it's just one thing that happened;"last night saying ""i just felt like something was wrong are u okay"" while i was breakdown so myex calledme having a mental";False;;0.0;1173.162124633141;81.79786512586806;0.0048671080730855;0.0001157649094238;0.0057203797623515;0;0;0.3331991508642094;0
hashtag;mentalbreakdown;https://www.tiktok.com/@huicaa/video/7494775259451723030;he probably saw the mental breakdown coming, so he got there first 🥹;The crap that always leaves me But even though you're killing me I need you like the average I need you more than me I need you more than anything Please, please I could be your lover, Honolish Every other week when you please Oh, I could;he didn't know what finals are but he knew was stressed.;False;;0.0;192.43394905825457;69.69052293565538;0.0011103854048997;0.003528531640768;0.0017673637485131;0;0;0.2512592451615569;0
hashtag;mentalbreakdown;https://www.tiktok.com/@mikachandriaaa/video/7482644325772414216;:((( #fyp #foryou;Packed up the photo album that you had made Memories of a life that's been loved Took the Garrett Wilson cars and stuffed animals Put the old ginger beer down the sink That always told me don't you cry when you're down But mum there's a tear every time that I blink;pov: when mental breakdown hits you again.;False;;0.0;235.2750885566512;35.457787407769096;0.9805926084518432;0.0001820589386625;0.0897973552346229;0;0;0.3376069633371784;0
hashtag;mentalbreakdown;https://www.tiktok.com/@moreofm1a2/video/7303658243694316833;acting as if ive not just had a mental breakdown ab bio a level x;Whenever you feel negative or unhappy about anything, you say, wait a minute, I'm responsible. I'm responsible for my life. I'm responsible for what happens. I can't change the past. So I'm not going to spend a second worrying about the past. I'm going to become so busy working on my future and my goals that I don't have time to think about the past.;;True;neutral;95.82245635986328;283.92457032199087;119.71964009602864;0.0006274968618527;0.0051194210536777;0.0;1;0;0.22916716855004293;0
hashtag;mentalbreakdown;https://www.tiktok.com/@nicolinafrisk/video/7524051408602025238;Oh nvm 😇;Ding!!!!!!!!!!;me in the mirror 5 mins after a full mental breakdown;False;;0.0;346.84649624909787;131.4952663845486;0.0172899570316076;0.9917282462120056;0.0001383040653308;0;1;0.5522595829080384;1
hashtag;mentalbreakdown;https://www.tiktok.com/@mymentalbreakdowncame/video/6747316073172847877;Amen 🙏 #foryoupage #fyp #foruyou #twosides #popularsong #tiktok #trandig;Oh no. Do you smell that? They're coming. Be gone, Dice! Go away! I'm a man of God.;;False;;0.0;21.188487045550893;142.18711033950618;0.0013649519532918;0.0086680091917514;0.0;0;0;0.3911134098214573;0
hashtag;mentalbreakdown;https://www.tiktok.com/@vqlrzh/video/7515411308884331798;azis fixes our problems 😂 #azis #relateable #🇵🇰 #🇲🇹 #mentalbreakdown #meafter #dance #bulgaria🇧🇬 #real;RO shoulders;breakdown: meafter a mental;True;neutral;97.79732513427734;525.5587863071745;117.67989095052084;0.0138299325481057;0.3078282177448272;0.9999635219573976;1;0;0.32983289222051015;0
hashtag;mentalbreakdown;https://www.tiktok.com/@ssallraoooa/video/7511949521794895112;#home #mentalbreakdown #fyp #brokenheart #galaubrutal #foryou #mentalhealth #anakperempuanterakhir #brokenhome;Girl I never loved one like you Both some books and waterfalls, hallways and payphone calls I'll be here never wrong with you;bukan kuat, tapi terbiasa.;True;sad;53.009559631347656;194.91811403944905;111.62814161512588;0.4393163025379181;0.0001163592314696;0.0370251685380935;1;0;0.44198263049692504;0
hashtag;mentalbreakdown;https://www.tiktok.com/@alifmaaulanaa5467/video/7462968423996247316;berat menjalani semua nya sendiri;backwards;;True;neutral;98.31462860107422;567.3305388332955;115.00651550292967;0.0408936627209186;0.9461129307746888;0.0;1;1;0.3328457912957385;1
hashtag;mentalbreakdown;https://www.tiktok.com/@skyabovemecloud/video/7311402771972984096;#cringe;Do you really think that I could care if you really don't like me? Find somebody else that could be anyone else out there? No friend!;pov: your crush walks in on you having a mental breakdown;True;surprise;52.5163459777832;628.4044358877491;109.99182637532552;0.0001451130374334;0.0012184359366074;0.0001565373822813;1;0;0.23375733237709986;0
hashtag;mentalbreakdown;https://www.tiktok.com/@zn00t/video/7579665181567880466;دعِ الأَيّامَ تَفعَلُ ما تَشاءُ #jonsnow #foryou #fyp #gameofthrones;"""- culminating music plays-""";"when you are having a mental breakdown but then you remember {lajl isjl _; 'r5fi & 26 !;i !5l asu,0y";False;;0.0;1519.670832552132;123.76453751929012;0.0117915710434317;0.0003572586574591;0.0033564858604222;0;0;0.2841940532448997;0
hashtag;mentalbreakdown;https://www.tiktok.com/@x_ge_x_/video/7462917682996759840;Vibing to music acting like nothing ever happened 😅 Just me? 🤔;I know what you did, babe One time is a mistake Two times that's a mistake 3 AM and P is crazy Oh, I catch a cold case;*me 5 minutes after a mental breakdown;True;neutral;92.8316650390625;225.43160477439;145.59808858235678;0.0309433434158563;0.0001228495821123;0.0066324607469141;1;0;0.1784669506274773;0
hashtag;mentalbreakdown;https://www.tiktok.com/@mentalbreakdown21/video/7059145634061765934;70s night 😍;I feel it coming down, she said in my heart and in my head Tell me why this has to end, oh no Oh no I can't save us;;True;surprise;86.42716217041016;79.97852600351796;101.99876742892796;0.0021854869555681;0.0660945475101471;0.0;1;0;0.30889887521730647;0
hashtag;mentalbreakdown;https://www.tiktok.com/@allymc063/video/7455992520141475105;But we move 🤣 #CapCut #Meme #MemeCut #MentalHealth #mentalbreakdown #jokes #justforfun #justjoking #xyzabc #fyp #fyppp;Oh that's nice! That's nice!;me actively losing my mind but don't have time for a mental break down. so l gaslight myself into feeling better;False;;0.0;1182.4179495514372;102.21226331922745;0.0008037342922762;0.002404301892966;0.0134798996150493;0;0;0.27166830509931733;0
hashtag;mentalbreakdown;https://www.tiktok.com/@el.chino4939/video/7581420623683947831;Let's make it normal not to press someone who's clearly having an incrediblyu tough day. #MentalHealth #MentalHealthAwareness #whathappened #hotelemployee;not really, no so you want to get mad and hit the computer because you made a mistake? because your company made a mistake? you want to take it out on me? so why did you get mad and hit the computer? why did you get mad and hit the computer? i'm sure you on camera right? yeah i am i'm sure you on camera so this is the type of people that have work in here;p t 1 hotel employee has a mental breakdown in front of a complaining guest 2025-12-8 videorecording 1;False;;0.0;769.0999418872965;100.70124891493056;0.0166088417172431;0.0003235604672227;0.0037129246629774;0;0;0.3807543790737442;0
hashtag;mentalbreakdown;https://www.tiktok.com/@kylie_walker/video/7419485638594153774;MENTAL BREAK DOWN EVERYTHING IS WRONG;Because that's just the way life goes. I push my luck, it shows.;;True;;0.0;322.6342840010737;121.15452575683594;0.9998202919960022;0.992177665233612;0.0;1;1;0.581334776414603;1
hashtag;mentalbreakdown;https://www.tiktok.com/@ughsoelusive/video/7567177504235015455;nvm;Baby, where the hell is my husband? What is he getting so long for?;me after having a whole;True;angry;80.2714614868164;119.6500989790592;32.42114766438802;0.9686428904533386;0.0184048861265182;0.0139861041679978;1;0;0.5322251428398733;0
hashtag;upset;https://www.tiktok.com/@user594334832/video/7549173825749929246;i love sleep #fyp #sleep;Beautiful It's good So cool Beautiful;upset because it's the only way to temporarily silence my thoughts;False;;0.0;715.35;35.87;0.000166772166267;0.000118082461995;0.9758477807044984;0;0;0.5646021369189803;0
hashtag;upset;https://www.tiktok.com/@classiccountrynation/video/7590590779551206711;#xyzbca #imissher #upset #sad #fyp;I want a way out of loneliness.;feel like i'm forcing you to talk to me.;True;angry;93.85;506.59;93.43;0.0106545817106962;0.9997977614402772;0.7970109581947327;1;1;0.30092338014081965;1
hashtag;sad;https://www.tiktok.com/@tsubassaa21/video/7590837162942221576;.#kesfet #fypage #sad #kesfetbeniöneçıkart;Once upon a time, there's the new face. It's like it's invisible. It's invisible.;susmak bazen derin cıglıktır;False;;0.0;299.09;34.74;0.9958779811859132;0.0038140953984111;0.1092565581202507;0;0;0.33262506696480926;0
hashtag;sad;https://www.tiktok.com/@tsubassaa21/video/7591196677906779410;.#sad #keşfet #fypage #kesfetbeniöneçıkart #kesfet;the for;kırıldıgımı soyleyemeyip uzaklasmaktan nefret ediyorum;False;;0.0;437.46;52.0;0.9998346567153932;0.3802209496498108;0.011364484205842;0;0;0.34056528875323283;0
hashtag;sad;https://www.tiktok.com/@4dx.en/video/7521090435754839297;all the time .#billieeilish #wildflower #song #slowed #slowedsongs #sad #music #fyp #foryou;I'm with you You don't need to remind me Put it all behind me Baby, I can see her In the back of my mind All the time;;False;;0.0;73.46;12.42;0.0430657155811786;0.0001759516453603;0.0;0;0;0.40777686548085584;0
hashtag;sad;https://www.tiktok.com/@tsubassaa21/video/7590410006583872776;oyle #kesfet #keşfet #sad #kesfetbeniöneçıkart #fypage;You;ve artık hıcbır sey yapasım gelmıyor.;False;;0.0;203.06;39.69;0.0003881421580445;0.0045949583873152;0.9968829154968262;0;0;0.35316092586700715;0
hashtag;sad;https://www.tiktok.com/@arsenalimsiii/video/7589979100169833736;:) #sergenyalçın #sadedit #tekrarpaylaşmalık #kesfet #fyp;Biz duygusalız, biz üzülüyoruz ve üzüntümüzü de belli edemiyoruz. Eve gidip onu kendi kendimize yaşıyoruz. Valize bizim psikolojimiz bozuldu. Onu söyleyeyim, bizim psikolojimiz bozuldu. Ayrıca sürekli aile bahaneleri, aile ihtiyayları anlatmak kolay iş değil bizimk.;"kimseye belli etmesekte son günlerde biz;";True;neutral;99.71;383.2;22.51;0.9995658993721008;0.1792979538440704;0.0001542983227409;1;0;0.3814845928365861;0
hashtag;sad;https://www.tiktok.com/@cartelvarez/video/7572635034448874772;the power of silent#futbol #sad #fernandotorres #kesfet #ask;ligt;duyulmak icin bagirmak gerekmez anlamak isteyen sessizliginizden bile anlar;True;happy;99.9;1100.0;36.13;0.0001646278687985;0.0109330471605062;0.0001316720736213;1;0;0.28992675096344367;0
hashtag;sad;https://www.tiktok.com/@irmiksuiss/video/7546072548505652488;oyle iste #kesfet #fypage #fypシ #sad #kesfetteyiz;spineсят cocktails the night;kirdigin kalbin icinde sende vardin aptal.;False;;0.0;345.88;55.68;0.0001804610947147;0.9997859597206116;0.0523724555969238;0;1;0.4706412745399746;1
